Event	ID	Name			Wwise Object Path	Notes
	4941877	PlayLoading			\Default Work Unit\MusicEvents\LoadingScreen\PlayLoading	
	216059171	StopLoading			\Default Work Unit\MusicEvents\LoadingScreen\StopLoading	
	698863348	Stop_Level1Music			\Default Work Unit\MusicEvents\Level1\Stop_Level1Music	
	1470443830	Resume_PolystratusSwitchContainer			\Default Work Unit\MusicEvents\PolyStratus\Resume_PolystratusSwitchContainer	
	1602227949	Resume_Lobby			\Default Work Unit\MusicEvents\Lobby\Resume_Lobby	
	2111096682	Play_Lobby			\Default Work Unit\MusicEvents\Lobby\Play_Lobby	
	2286668937	Pause_PolystratusSwitchContainer			\Default Work Unit\MusicEvents\PolyStratus\Pause_PolystratusSwitchContainer	
	2649698833	Stop_PolystratusSwitchContainer			\Default Work Unit\MusicEvents\PolyStratus\Stop_PolystratusSwitchContainer	
	3147359859	Play_PolystratusSwitchContainer			\Default Work Unit\MusicEvents\PolyStratus\Play_PolystratusSwitchContainer	
	3496193352	Pause_Lobby			\Default Work Unit\MusicEvents\Lobby\Pause_Lobby	
	3605952550	Play_Level1Music			\Default Work Unit\MusicEvents\Level1\Play_Level1Music	
	3639729344	Stop_Lobby			\Default Work Unit\MusicEvents\Lobby\Stop_Lobby	

State Group	ID	Name			Wwise Object Path	Notes
	3706475411	PlayerGameState			\Default Work Unit\PlayerGameState	

State	ID	Name	State Group			Notes
	748895195	None	PlayerGameState			
	782826392	Default	PlayerGameState			
	1859838552	LeftGreenBoost	PlayerGameState			
	2170406393	UsingGreenBoost	PlayerGameState			
	2197986718	GameEnd	PlayerGameState			
	3482249177	GreenEnergyAchieved	PlayerGameState			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6757402	RJMusicLevel1_Intro	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\E2\{E252EF25-2759-37E3-D256-D284F07C25E2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Levels\Level1Music\RJMusicLevel1_Intro		3893068
	283106678	Polystratus_GameEndLoop	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\0F\{0F9E1F48-8AD4-FE21-3A12-431576A7FCC9}.wem		\Interactive Music Hierarchy\Default Work Unit\PolystratusMusic\PolystratusSwitchContainer\ChillSequence\Polystratus_GameEndLoop\Polystratus_GameEndLoop		973336
	310183909	Polystratus_MainLoop	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\2F\{2F59EE3F-DF47-8C20-7138-D1ADB06BD93D}.wem		\Interactive Music Hierarchy\Default Work Unit\PolystratusMusic\PolystratusSwitchContainer\Default\Polystratus_MainLoop\Polystratus_MainLoop		15571960
	330832106	JammerLoadingTune_Loop	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\2F\{2FC8481D-2094-2A29-F717-6B1377FDC197}.wem		\Interactive Music Hierarchy\Default Work Unit\LoadingMusic\LoadingSequence\JammerLoadingTune_Loop\JammerLoadingTune_Loop		1045428
	354587470	JammerLobbyTune-Prelude	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\23\{23DF92A2-FDB8-849F-3B40-FA1DF95EAD06}.wem		\Interactive Music Hierarchy\Default Work Unit\LobbyMusic\LobbySequence\JammerLobbyTune-Prelude\JammerLobbyTune-Prelude		1020240
	376594082	Polystratus_GreenEnergyLoop	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\E2\{E2DECC80-3C50-0718-7C9A-C40024EA790B}.wem		\Interactive Music Hierarchy\Default Work Unit\PolystratusMusic\PolystratusSwitchContainer\GreenEnergy\Polystratus_GreenEnergyLoop\Polystratus_GreenEnergyLoop		1946580
	418306016	Polystratus_BackToMainLoop	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\A7\{A7CDBB6C-9FA9-FBA7-55B3-118E5CD024D7}.wem		\Interactive Music Hierarchy\Default Work Unit\PolystratusMusic\PolystratusSwitchContainer\Default\Polystratus_BackToMainLoop\Polystratus_BackToMainLoop		1946580
	442295089	Polystratus_GameEndPart1	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\7D\{7D14575B-D874-0F54-7BBA-6F499BEEE8DA}.wem		\Interactive Music Hierarchy\Default Work Unit\PolystratusMusic\PolystratusSwitchContainer\ChillSequence\Polystratus_GameEndPart1\Polystratus_GameEndPart1		973336
	446467944	JammerLobbyTune-Loop	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\5B\{5B645A89-E9F4-BDAA-098E-F2AAF65237CD}.wem		\Interactive Music Hierarchy\Default Work Unit\LobbyMusic\LobbySequence\JammerLobbyTune-Loop\JammerLobbyTune-Loop		4080676
	456771501	Polystratus_TransitionToDrumLoop	C:\Users\gaela\OneDrive\Documentos\git\RenegadeJammer\RenegadeJammer_WwiseProject\.cache\72\{724A6564-E4D5-DE2B-048A-86487BAB8B72}.wem		\Interactive Music Hierarchy\Default Work Unit\PolystratusMusic\PolystratusSwitchContainer\Polystratus_TransitionToDrumLoop\Polystratus_TransitionToDrumLoop		989596
